CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,FCLTY_NM,RPRSNTV_TEL_NO,ZIP_NO,FCLTY_ADDR,FCLTY_DETAIL_ADDR,MAIN_ITEM_CD,MAIN_ITEM_NM,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,COURSE_FLAG_CD,COURSE_ITEM_NM,COURSE_NM
11,서울,11545,금천구,sbs당구장,262923323,8614,서울특별시 금천구 시흥대로71길 44,3층sbs당구장(시흥동),3,기타종목,126.8994473,37.4549954,장애인강좌,,
11,서울,11350,노원구,굿볼스튜디오 노원점,29385949,1662,서울특별시 노원구 덕릉로 725,3층(중계동),3,기타종목,127.0756239,37.662329,장애인강좌,,
11,서울,11560,영등포구,황룡체육관,,7435,서울특별시 영등포구 대방천로 180,"상가동203호(신길동, 우성2차아파트)",22,태권도,126.9109188,37.4981477,장애인강좌,,
11,서울,11320,도봉구,필라테스온루케테80쌍문점,,1385,서울특별시 도봉구 도당로 7,4층 필라테스온루케테80(쌍문동),79,필라테스,127.0347916,37.6587894,장애인강좌,,
11,서울,11740,강동구,필라테스엠 고덕역점,234271777,5269,서울특별시 강동구 동남로75길 13-15,성은빌딩 4층(명일동),79,필라테스,127.1555201,37.5536302,장애인강좌,,
11,서울,11590,동작구,영아태권도,25973000,7030,서울특별시 동작구 사당로 170,2층 영아태권도(사당동),22,태권도,126.9677289,37.4866404,장애인강좌,,
11,서울,11290,성북구,성북체육관,29151506,2769,서울특별시 성북구 장월로8가길 42,3층(장위동),22,태권도,127.049816,37.6112669,장애인강좌,,
11,서울,11530,구로구,(주)리본필라테스 구로신도림,226338271,8213,서울특별시 구로구 경인로 572,4층 401호(구로동),79,필라테스,126.8811111,37.5033033,장애인강좌,,
11,서울,11500,강서구,(주) 스포니스마곡점,226685988,7801,서울특별시 강서구 마곡중앙6로 11,지하1층 스포니스 마곡점(마곡동),3,기타종목,126.8288424,37.560948,장애인강좌,,
11,서울,11590,동작구,MSF GYM,220397499,6939,서울특별시 동작구 여의대방로 284,지하1층(대방동),22,태권도,126.9253788,37.5118087,장애인강좌,,
11,서울,11410,서대문구,커브스 가재울클럽,23071330,3791,서울특별시 서대문구 수색로 56,505호(북가좌동),25,헬스,126.9123057,37.5708721,장애인강좌,,
11,서울,11440,마포구,한국체대용무태권도장,,4132,서울특별시 마포구 마포대로11길 46,2층 용무태권도장(공덕동),22,태권도,126.9517142,37.5493989,장애인강좌,,
11,서울,11740,강동구,코리아탁구체육관,24728500,5310,서울특별시 강동구 구천면로 304,5층 코리아탁구체육관(천호동),21,탁구,127.1348298,37.5467197,장애인강좌,,
11,서울,11560,영등포구,영등포제2스포츠센터,226302921,7221,서울특별시 영등포구 국회대로 615,영등포제2스포츠센터(당산동4가),25,헬스,126.9027816,37.5266954,장애인강좌,,
11,서울,11410,서대문구,요가문서울 차오름 평생교육원,27027502,3789,서울특별시 서대문구 연세로5길 26-17,4층(창천동),78,요가,126.9348022,37.5568212,장애인강좌,,
11,서울,11110,종로구,필라테스마일,,3074,서울특별시 종로구 성균관로 12,2층 필라테스마일(명륜2가),79,필라테스,126.9981823,37.5839747,장애인강좌,,
11,서울,11350,노원구,용인대백두산태권도,29356161,1745,서울특별시 노원구 한글비석로5길 62,"8단지상가 2층 용인대백두산태권도(중계동, 중계8단지주공아파트)",22,태권도,127.075359,37.6461889,장애인강좌,,
11,서울,11110,종로구,홍핏,27478296,3041,서울특별시 종로구 사직로 119,목천빌딩(내자동),25,헬스,126.9719072,37.5763111,장애인강좌,,
11,서울,11440,마포구,마크짐 망원점,23323630,3962,서울특별시 마포구 월드컵로 155,6층(망원동),25,헬스,126.9049244,37.5613848,장애인강좌,,
11,서울,11620,관악구,타이거복싱체육관,28837080,8752,서울특별시 관악구 양녕로 13,3층 타이거복싱체육관(봉천동),76,복싱,126.9463088,37.4832657,장애인강좌,,
11,서울,11620,관악구,왕호태권도,28771245,8793,서울특별시 관악구 인헌6길 16,농협2층 왕호태권도(봉천동),22,태권도,126.9660221,37.4741092,장애인강좌,,
11,서울,11470,양천구,필라테스더랩,226480177,7965,서울특별시 양천구 등촌로 32,501호(목동),79,필라테스,126.8641657,37.5328886,장애인강좌,,
11,서울,11215,광진구,군자복싱다이어트,24681282,4997,서울특별시 광진구 능동로 267,영진빌딩 2층(군자동),76,복싱,127.0774022,37.5539179,장애인강좌,,
11,서울,11410,서대문구,거산MMA태권도장,232751212,3619,서울시 서대문구 세검정로 89,MKA빌딩 2층,3,기타종목,126.9486773,37.5957705,장애인강좌,,
11,서울,11560,영등포구,영등포구시설관리공단(영등포다목적배드민턴체육관),226302995,7375,서울특별시 영등포구 도신로15길 5,배드민턴체육관(도림동),9,배드민턴,126.8982002,37.5059713,장애인강좌,,
11,서울,11710,송파구,거원태권도,24041888,5779,서울특별시 송파구 양산로4길 13,우토파크빌딩 5층 거원태권도(거여동),22,태권도,127.1447458,37.490006,장애인강좌,,
11,서울,11230,동대문구,로하필라테스,222153385,2501,서울특별시 동대문구 망우로 122-1,거부빌딩 7층(휘경동),79,필라테스,127.0667795,37.5911581,장애인강좌,,
11,서울,11500,강서구,화곡와이어주짓수,263692310,7718,서울특별시 강서구 화곡로 128,2층(화곡동),110,주짓수,126.8360673,37.5402441,장애인강좌,,
11,서울,11320,도봉구,해솔태권도장,29568575,1362,서울특별시 도봉구 방학로 223,2층 205호(방학동),22,태권도,127.0275081,37.6613238,장애인강좌,,
11,서울,11200,성동구,필라테스가든 평생교육원,222811929,4762,서울특별시 성동구 사근동길 6,2층 필라테스가든 한양대점(행당동),79,필라테스,127.0420376,37.5601514,장애인강좌,,
11,서울,11350,노원구,필탁구클럽,,1684,서울특별시 노원구 상계로27길 7,지하(상계동),21,탁구,127.0705964,37.658919,장애인강좌,,
11,서울,11290,성북구,필라테스B&E,,2804,서울특별시 성북구 종암로23길 35,"래미안세레니티 아파트 상가B1(종암동, 래미안세레니티)",79,필라테스,127.0313424,37.5993452,장애인강좌,,
11,서울,11560,영등포구,건강더하기헬스,28492831,7316,서울특별시 영등포구 도신로 227,4층 건강더하기헬스(신길동),25,헬스,126.9162603,37.5121385,장애인강좌,,
11,서울,11560,영등포구,영등포구시설관리공단(영등포 제1스포츠센터),226501512,7398,서울특별시 영등포구 신풍로 1,(신길동),25,헬스,126.9062946,37.5005379,장애인강좌,,
11,서울,11410,서대문구,메디컬필라테스&PT,,3630,서울특별시 서대문구 홍제원길 15-6,"102호(홍제동, 목련빌라)",79,필라테스,126.9476503,37.5871548,장애인강좌,,
11,서울,11470,양천구,코리안탑팀,226475104,8009,서울특별시 양천구 신목로 80,3층(신정동),76,복싱,126.8743889,37.5218662,장애인강좌,,
11,서울,11350,노원구,중앙태권도,290987898,1634,서울특별시 노원구 상계로39길 34,3층(상계동),22,태권도,127.0813289,37.6714316,장애인강좌,,
11,서울,11545,금천구,이파필라테스 금천점,28029609,8628,서울특별시 금천구 시흥대로 224,6층 에스바디워크필라테스(시흥동),79,필라테스,126.9013002,37.4539296,장애인강좌,,
11,서울,11650,서초구,(#비대면) 콰트,262030552,6611,서울특별시 서초구 서초대로77길 55,9층(서초동),79,필라테스,127.0244659,37.5021008,장애인강좌,,
11,서울,11740,강동구,필라테스192 천호점,24789670,5328,서울특별시 강동구 구천면로 192,푸르지오 301호 필라테스(천호동),79,필라테스,127.1258416,37.5403622,장애인강좌,,
11,서울,11560,영등포구,영등포검도관,28325040,7352,서울특별시 영등포구 도신로 252,영등포검도관(신길동),1,검도,126.9185618,37.5134353,장애인강좌,,
11,서울,11530,구로구,용인대MTA태권도,220663338,8365,서울특별시 구로구 천왕로 36,천왕센타프라자 5층 MTA태권도(천왕동),22,태권도,126.8393789,37.4808802,장애인강좌,,
11,서울,11545,금천구,위너스스포츠센터,28912747,8623,서울특별시 금천구 시흥대로 296,볼링장 1층(독산동),10,볼링,126.899285,37.4596887,장애인강좌,,
11,서울,11215,광진구,건대탁구클럽,260151952,5054,서울특별시 광진구 아차산로 324,지하 101호 건대탁구클럽(자양동),21,탁구,127.0787669,37.537424,장애인강좌,,
11,서울,11380,은평구,건민체육관,,3357,서울특별시 은평구 통일로 796,"아파트상가 132호(불광동, 북한산 힐스테이트7차)",22,태권도,126.9264534,37.6160938,장애인강좌,,
11,서울,11380,은평구,해봄아동청소년발달센터,23525857,3306,서울특별시 은평구 진관2로 29-21,드림스퀘어 802호 해봄아동청소년발달센터(진관동),3,기타종목,126.9193479,37.6357288,장애인강좌,,
11,서울,11215,광진구,머슬킹,24618234,4910,서울특별시 광진구 면목로 126,3층머슬킹(중곡동),25,헬스,127.0807832,37.5644968,장애인강좌,,
11,서울,11680,강남구,대치통합발달심리센터,,6205,서울특별시 강남구 선릉로 320,성진빌딩 지하1층,3,기타종목,127.0522104,37.4982857,장애인강좌,,
11,서울,11350,노원구,건영볼링센타,233995351,1779,서울특별시 노원구 섬밭로 258,지하 2층 건영볼링센타(중계동),10,볼링,127.0648461,37.6388763,장애인강좌,,
11,서울,11740,강동구,머슬비치짐,,5415,서울특별시 강동구 아리수로93나길 54,경서빌딩 3층 머슬비치짐(강일동),25,헬스,127.174853,37.5722002,장애인강좌,,
11,서울,11710,송파구,백호합기도1관,24073230,5739,서울특별시 송파구 성내천로 77,2층(오금동),75,합기도,127.1382604,37.5016151,장애인강좌,,
11,서울,11230,동대문구,피트니스오늘&필라테스,,2629,서울특별시 동대문구 장한로 29,상영빌딩 지하1층(장안동),79,필라테스,127.0660817,37.5641915,장애인강좌,,
11,서울,11680,강남구,삼성2동복합문화센터,221760671,6097,서울특별시 강남구 봉은사로 419,4층 삼성2동복합문화센터(삼성동),25,헬스,127.04595,37.5112,장애인강좌,,
11,서울,11740,강동구,원 탑 태권도,24829386,5321,서울특별시 강동구 천중로17길 37,2층 원 탑 태권도(천호동),22,태권도,127.1308512,37.5465377,장애인강좌,,
11,서울,11545,금천구,한누리고려대중태권도장,28047772,8657,서울특별시 금천구 탑골로 30,"2,3층(시흥동)",22,태권도,126.9123909,37.4517693,장애인강좌,,
11,서울,11410,서대문구,피트니스더블유,23039755,3692,서울특별시 서대문구 증가로 133,3층(남가좌동),25,헬스,126.9226282,37.5773206,장애인강좌,,
11,서울,11410,서대문구,검수원검도관,23126343,3757,서울특별시 서대문구 북아현로4길 2,지층(북아현동),1,검도,126.9568277,37.5592341,장애인강좌,,
11,서울,11350,노원구,격술원,,1821,서울특별시 노원구 노원로 29,"상가305호(공릉동, 우성아파트)",22,태권도,127.0850709,37.6244827,장애인강좌,,
11,서울,11680,강남구,경기검도관,24519112,6335,서울특별시 강남구 개포로 615,B1 109호 경기검도관(개포동),1,검도,127.0756013,37.4926645,장애인강좌,,
11,서울,11215,광진구,광진발달장애인평생교육센터,24551221,5051,서울특별시 광진구 아차산로 390,제일빌딩 3-4층(자양동),10,볼링,127.0861555,37.5369205,장애인강좌,,
11,서울,11350,노원구,피트니스 뭅,,1763,서울특별시 노원구 동일로 1365,502호(상계동),25,헬스,127.0612598,37.6505982,장애인강좌,,
11,서울,11710,송파구,머슐랭가이드,24163040,5645,서울특별시 송파구 오금로 247,B101(방이동),79,필라테스,127.1208949,37.5063635,장애인강좌,,
11,서울,11350,노원구,한양대엘리트태권도장,29392442,1648,서울특별시 노원구 덕릉로 740,정진빌딩 6층 한양대엘리트태권도(상계동),22,태권도,127.0764125,37.6636595,장애인강좌,,
11,서울,11260,중랑구,참피온 탁구장,24917535,2066,서울특별시 중랑구 망우로 469,3층 302호(망우동),21,탁구,127.1043296,37.600781,장애인강좌,,
11,서울,11560,영등포구,주식회사와우스포츠아카데미,27860955,7340,서울특별시 영등포구 국제금융로 79,"롯데슈퍼 지하1층  와우수영장(여의도동, 한양아파트)",12,수영,126.932323,37.5215706,장애인강좌,,
11,서울,11320,도봉구,창동 와우필라테스,29046668,1414,서울특별시 도봉구 마들로11가길 6-25,"2층 와우필라테스(창동, 월가타워)",79,필라테스,127.0490676,37.6522164,장애인강좌,,
11,서울,11290,성북구,보성태권도,262231533,2803,서울특별시 성북구 종암로27길 37,"3층(종암동, 삼성 래미안아파트)",22,태권도,127.0305744,37.6021271,장애인강좌,,
11,서울,11380,은평구,크로스 복싱 클럽,23077982,3449,서울특별시 은평구 은평로 46,크로스 복싱클럽 5층(신사동),76,복싱,126.9131123,37.5983117,장애인강좌,,
11,서울,11500,강서구,경수태권도공부방스포츠클럽,226058880,7655,서울특별시 강서구 까치산로 176,3층 경수태권도공부방스포츠클럽(화곡동),22,태권도,126.8534815,37.552723,장애인강좌,,
11,서울,11260,중랑구,맹호태권도,24324002,2153,서울특별시 중랑구 봉우재로 141,3층 맹호태권도(상봉동),22,태권도,127.088666,37.5933775,장애인강좌,,
11,서울,11545,금천구,열매점핑허브다이어트,271416481,8566,서울특별시 금천구 독산로40길 49,3층(시흥동),3,기타종목,126.9071731,37.4610298,장애인강좌,,
11,서울,11290,성북구,국제복싱체육관,7081611212,2861,서울특별시 성북구 보문로 189,측면 3층 국제복싱체육관(삼선동4가),76,복싱,127.0142997,37.5906217,장애인강좌,,
11,서울,11590,동작구,보라매 쉐르빌 탁구장,,7071,서울특별시 동작구 보라매로5길 43,"지하 1층 쉐르빌 탁구장(신대방동, 보라매삼성쉐르빌)",21,탁구,126.9234164,37.4914777,장애인강좌,,
11,서울,11305,강북구,국심검도관(대무관),29888844,1222,서울특별시 강북구 월계로13길 7,B1(미아동),1,검도,127.0345366,37.6116915,장애인강좌,,
11,서울,11320,도봉구,창동문화체육센터,29015039,1412,서울특별시 도봉구 노해로69길 132,3층사무실(창동),25,헬스,127.0507056,37.6581175,장애인강좌,,
11,서울,11200,성동구,열린금호교육문화관,222047650,4726,서울특별시 성동구 무수막길 69,열린금호교육문화관(금호동2가),3,기타종목,127.0198751,37.5527068,장애인강좌,,
11,서울,11590,동작구,파랑새아동발달센터,28269949,6970,서울특별시 동작구 상도로 301,"지하 1층, 지상 4층 파랑새아동발달센터(상도1동)",3,기타종목,126.9499692,37.5009948,장애인강좌,,
11,서울,11350,노원구,(주식회사)박재현재활운동센터,218118861,1849,서울특별시 노원구 동일로 986,"102동 2층 213호(공릉동, 노원 프레미어스 엠코)",3,기타종목,127.076212,37.618481,장애인강좌,,
11,서울,11530,구로구,이지EG심리감각운동발달센터,220662680,8218,서울특별시 구로구 중앙로 64,2층 이지심리감각운동발달센터(고척동),3,기타종목,126.8627487,37.5037585,장애인강좌,,
11,서울,11410,서대문구,매직짐,23798815,3628,서울특별시 서대문구 통일로 484,유진상가2층 매직짐(홍제동),25,헬스,126.9429917,37.5915888,장애인강좌,,
11,서울,11710,송파구,경찰 태권도 & 파워점핑,24081112,5822,서울특별시 송파구 오금로40길 40,"대성빌딩 2층, 지층(가락동)",3,기타종목,127.1287934,37.4971975,장애인강좌,,
11,서울,11410,서대문구,플러스파인,290260480,3780,서울특별시 서대문구 신촌역로 17,203호(대현동),79,필라테스,126.9424355,37.5582853,장애인강좌,,
11,서울,11620,관악구,지에이스포츠센터,7041119696,8716,서울특별시 관악구 은천로 37,3층(봉천동),20,축구(풋살),126.9395881,37.4863545,장애인강좌,,
11,서울,11350,노원구,경희대 대한태권도,29334848,1671,서울특별시 노원구 한글비석로 474,보람아파트 2단지상가 308호(상계동),22,태권도,127.0654593,37.6648282,장애인강좌,,
11,서울,11620,관악구,경희대 박병호 태권도,28824485,8717,서울특별시 관악구 국회단지길 7,4층 경희대박병호태권도(봉천동),22,태권도,126.9392364,37.4866625,장애인강좌,,
11,서울,11230,동대문구,장안휘트니스,7081116228,2623,서울특별시 동대문구 답십리로 252,4층 장안휘트니스(장안동),25,헬스,127.0682309,37.5722491,장애인강좌,,
11,서울,11560,영등포구,이재일탁구클럽,220691400,7228,서울특별시 영등포구 영중로 131-10,2층 이재일탁구클럽(영등포동8가),21,탁구,126.9045739,37.5283899,장애인강좌,,
11,서울,11350,노원구,경희대 상경태권도,29393222,1617,서울특별시 노원구 동일로227길 26,"상가동3층,학원동3층(상계동, 상계주공15단지아파트)",22,태권도,127.055611,37.6683012,장애인강좌,,
11,서울,11470,양천구,CBS 기독교방송 (종합문화센터),226507034,7997,서울특별시 양천구 목동서로 159-1,CBS기독교방송 9층(목동),3,기타종목,126.8748763,37.5283079,장애인강좌,,
11,서울,11620,관악구,경희대 석사 현대 태권도,28779001,8715,서울특별시 관악구 은천로 93,"벽산블루밍아파트 101동 상가 412,413호(봉천동, 벽산블루밍아파트)",22,태권도,126.945049,37.4895169,장애인강좌,,
11,서울,11740,강동구,위드유짐,223441322,5336,서울특별시 강동구 천호대로 1055,"태영아파트102동 상가B01호 위드유짐(천호동, 천호태영아파트)",25,헬스,127.1299458,37.5384706,장애인강좌,,
11,서울,11410,서대문구,삼성 태권도장,23758333,3686,서울시 서대문구 증가로 191,306~308호,22,태권도,126.9166617,37.5782468,장애인강좌,,
11,서울,11590,동작구,경희대 용호태권도,,7035,서울특별시 동작구 양녕로30길 4,1층 경희대 용호태권도(상도동),22,태권도,126.9445135,37.4992634,장애인강좌,,
11,서울,11290,성북구,경희대 원도 태권도 체육관,29244330,2831,서울특별시 성북구 성북로4길 52,"스(돈암동, 한신한진아파트)",22,태권도,127.0104756,37.5958787,장애인강좌,,
11,서울,11500,강서구,맘결아동발달센터,,7629,서울특별시 강서구 마곡중앙1로 72,"1동 3층 303호 맘결아동발달센터(마곡동, 마곡엠밸리10단지)",3,기타종목,126.8197352,37.5597333,장애인강좌,,
11,서울,11140,중구,회현체육센터,222808430,4633,서울특별시 중구 퇴계로12길 78,회현체육센터(회현동1가),3,기타종목,126.981627,37.5560415,장애인강좌,,
11,서울,11500,강서구,위키즈아동운동발달센터,226624754,7600,서울특별시 강서구 공항대로 103,"업무상가동 308호(마곡동, 마곡 엠밸리 9단지)",3,기타종목,126.8188664,37.5620749,장애인강좌,,
11,서울,11110,종로구,클래식바디짐,27471622,3095,서울특별시 종로구 지봉로 87,"지하1층 클래식바디짐(창신동, 창신3동주민센터)",25,헬스,127.0151761,37.5778444,장애인강좌,,
11,서울,11740,강동구,경희대SKY체육관,24286777,5276,서울특별시 강동구 고덕로80길 123,2층 경희대SKY체육관(상일동),22,태권도,127.165596,37.5509309,장애인강좌,,
11,서울,11500,강서구,유연필라테스,257527382,7714,서울특별시 강서구 강서로 177,영빌딩 6층 601호(화곡동),79,필라테스,126.8395042,37.5421838,장애인강좌,,
11,서울,11215,광진구,경희대강한친구들,24448736,5118,서울특별시 광진구 광나루로56길 34,현대2단지상가 3층(구의동),22,태권도,127.0966512,37.5381387,장애인강좌,,
11,서울,11290,성북구,키노짐스포츠,29314040,2802,서울특별시 성북구 정릉로52길 5,지하1층(종암동),4,농구,127.030242,37.6037836,장애인강좌,,
11,서울,11530,구로구,주식회사 에이치에스 우리사회서비스센터,220606046,8274,서울특별시 구로구 경인로 290-42,대학본부 1층(개봉동),3,기타종목,126.8515463,37.4964113,장애인강좌,,
11,서울,11650,서초구,키덜트골프클럽,25859710,6725,서울특별시 서초구 남부순환로333길 32,B02(서초동),2,골프,127.0208512,37.4838565,장애인강좌,,
11,서울,11620,관악구,룩스필라테스 봉천점,256631333,8784,서울특별시 관악구 남부순환로 1724,6층(봉천동),79,필라테스,126.9416417,37.4821833,장애인강좌,,
11,서울,11350,노원구,엘리트체육관,29373450,1606,서울특별시 노원구 동일로241가길 18,2층 엘리트 태권도(상계동),22,태권도,127.0540164,37.676605,장애인강좌,,
11,서울,11410,서대문구,헬스보이짐  프리미엄 신촌점,23632003,3779,서울특별시 서대문구 신촌로 109,지하4층 헬스보이짐(창천동),25,헬스,126.9381006,37.5557525,장애인강좌,,
11,서울,11530,구로구,경희대드림태권도,226850010,8255,서울특별시 구로구 부일로15길 40,2층 경희대드림태권도(궁동),22,태권도,126.8330619,37.4946991,장애인강좌,,
11,서울,11410,서대문구,커브스 홍제클럽,23931330,3636,서울특별시 서대문구 통일로39가길 30,5층(홍제동),25,헬스,126.9428594,37.5893118,장애인강좌,,
11,서울,11200,성동구,팀키스,222350904,4724,서울특별시 성동구 동호로 100,"상가4층 팀키스(금호동3가, 두산아파트)",25,헬스,127.0164657,37.5506428,장애인강좌,,
11,서울,11440,마포구,마포푸르메스포츠센터,260709270,3918,서울특별시 마포구 월드컵북로 494,지하1층 마포푸르메스포츠센터(상암동),12,수영,126.8805264,37.5846589,장애인강좌,,
11,서울,11440,마포구,마포장애인종합복지관,23066212,3965,서울특별시 마포구 성산로4길 35,1층 사무실(성산동),2,골프,126.9088693,37.5637934,장애인강좌,,
11,서울,11440,마포구,마포문화재단 마포아트센터,232748500,4136,서울특별시 마포구 대흥로20길 28,마포아트센터(대흥동),12,수영,126.9455362,37.5498966,장애인강좌,,
11,서울,11440,마포구,마포구청 당구아카데미,231539874,3937,서울특별시 마포구 월드컵로 212,11층 생활체육과(성산동),112,당구,126.901491,37.5663245,장애인강좌,,
11,서울,11410,서대문구,국가대표튼튼태권도,23913376,3604,서울특별시 서대문구 홍은중앙로 89,3층 국가대표튼튼태권도(홍은동),22,태권도,126.9473706,37.5990313,장애인강좌,,
11,서울,11410,서대문구,경희대백련태권도장,232178731,3650,서울특별시 서대문구 연희로41길 71,2층(홍은동),22,태권도,126.9348088,37.5917437,장애인강좌,,
11,서울,11710,송파구,다이노스 스포츠,24350320,5809,서울특별시 송파구 송이로36길 62-19,2층(문정동),20,축구(풋살),127.1266717,37.4842756,장애인강좌,,
11,서울,11680,강남구,삼성피트니스,216709699,6154,서울특별시 강남구 봉은사로 474,"B1 삼성피트니스(삼성동, 쌍용 플래티넘)",25,헬스,127.0519533,37.5123688,장애인강좌,,
11,서울,11380,은평구,플라잉 온 필라테스,260151100,3418,서울특별시 은평구 연서로3가길 14,2층(역촌동),79,필라테스,126.9149036,37.6035409,장애인강좌,,
11,서울,11590,동작구,경희대상현태권도,28224625,7039,서울특별시 동작구 상도로 346-1,"2층 단지내상가 201호 태권도(상도동, 힐스테이트 상도 센트럴파크)",22,태권도,126.9511563,37.4958315,장애인강좌,,
11,서울,11590,동작구,륜태권도,262087082,6935,서울특별시 동작구 장승배기로 119,삼거리빌딩401호 륜태권도(노량진동),22,태권도,126.9398854,37.5082692,장애인강좌,,
11,서울,11215,광진구,삼손스포츠수기명가,,5034,서울특별시 광진구 아차산로65길 14,B1층 삼손스포츠수기명가(구의동),25,헬스,127.0940943,37.5410236,장애인강좌,,
11,서울,11320,도봉구,용인대석사 참바른태권도,29988880,1379,서울특별시 도봉구 우이천로32길 67,"상가3층(쌍문동, 동익파크아파트)",22,태권도,127.0249627,37.6518106,장애인강좌,,
11,서울,11305,강북구,경희키즈태권짐,29891045,1224,서울특별시 강북구 오현로32길 28,2층(번동),22,태권도,127.0406846,37.6280232,장애인강좌,,
11,서울,11470,양천구,경희대석사 비룡태권도,220658164,8106,서울특별시 양천구 신정로 312,뉴프라자 5층(신정동),22,태권도,126.8555404,37.5132891,장애인강좌,,
11,서울,11380,은평구,한국체대수태권도장,23514731,3415,서울특별시 은평구 갈현로 108,2층 한국체대 수 태권도장(역촌동),22,태권도,126.9109197,37.6074308,장애인강좌,,
11,서울,11440,마포구,마포구민체육센터,23247800,3954,서울특별시 마포구 월드컵로25길 190,1층 관리사무실(망원동),25,헬스,126.8969649,37.5567653,장애인강좌,,
11,서울,11590,동작구,예스휘트니스센터,232803030,7042,서울특별시 동작구 국사봉1길 32,3층(상도동),25,헬스,126.9303664,37.498814,장애인강좌,,
11,서울,11350,노원구,희망탁구,,1896,서울특별시 노원구 석계로 67,희망탁구(월계동),21,탁구,127.0626021,37.6207114,장애인강좌,,
11,서울,11710,송파구,올림픽수영장,221803728,5540,서울특별시 송파구 올림픽로 424,올림픽수영장(방이동),25,헬스,127.122959,37.520934,장애인강좌,,
11,서울,11470,양천구,키즈 엘리트,269290079,8014,서울특별시 양천구 목동동로10길 24,지하 1층 키즈엘리트 수영장(신정동),12,수영,126.8723647,37.5193552,장애인강좌,,
11,서울,11590,동작구,국심검도관,25846820,7011,서울특별시 동작구 사당로16길 7,4층 국심검도관(사당동),25,헬스,126.9741008,37.4830479,장애인강좌,,
11,서울,11410,서대문구,마카롱PT,227483103,3646,서울특별시 서대문구 통일로35길 14-4,제니스오피스텔 B201호 마카롱PT(홍제동),25,헬스,126.9458643,37.5865622,장애인강좌,,
11,서울,11200,성동구,마장탁구클럽,260810840,4759,서울특별시 성동구 마장로 284,3층(마장동),21,탁구,127.0412778,37.5653566,장애인강좌,,
11,서울,11305,강북구,경희대석사체육관,29991140,1075,서울특별시 강북구 삼양로100길 20,3층(수유동),22,태권도,127.0172655,37.6395891,장애인강좌,,
11,서울,11170,용산구,경희대석사태권도,27760791,4332,서울특별시 용산구 후암로 47,(후암동),22,태권도,126.977122,37.5500564,장애인강좌,,
11,서울,11200,성동구,마장국민체육센터,222047641,4759,서울특별시 성동구 마조로11길 6,마장국민체육센터(마장동),25,헬스,127.0407835,37.5621277,장애인강좌,,
11,서울,11710,송파구,프리윌아동청소년발달센터,230128777,5801,서울특별시 송파구 새말로 167,이주빌딩 2층 프리윌아동청소년발달센터(문정동),3,기타종목,127.131367,37.4854575,장애인강좌,,
11,서울,11230,동대문구,화랑태권도,222448996,2496,서울특별시 동대문구 망우로16길 26,2층(휘경동),22,태권도,127.0611243,37.5890111,장애인강좌,,
11,서울,11620,관악구,태결검도관,,8785,서울특별시 관악구 쑥고개로 73-1,2층(봉천동),1,검도,126.944774,37.4796243,장애인강좌,,
11,서울,11290,성북구,유니버설 피트니스,,2834,서울특별시 성북구 성북로6길 12,"204호 유니버설 피트니스(성북동, 성북동 근생·도시형생활주택)",25,헬스,127.0051529,37.5899628,장애인강좌,,
11,서울,11200,성동구,프롬더바디,276161236,4768,서울특별시 성동구 왕십리로 115,9층 905호 프롬더바디(성수동1가),25,헬스,127.0441277,37.5479193,장애인강좌,,
11,서울,11260,중랑구,합기도 유락관 호신술,24941394,2072,서울특별시 중랑구 용마산로 563,진일빌딩5층(신내동),75,합기도,127.1002144,37.6012584,장애인강좌,,
11,서울,11530,구로구,보나필라테스,228422772,8277,서울특별시 구로구 개봉로23가길 31,6층 보나필라테스(개봉동),79,필라테스,126.8580866,37.4953022,장애인강좌,,
11,서울,11350,노원구,복싱팩토리짐,7089595425,1682,서울특별시 노원구 한글비석로23길 2,3충  복싱팩토리짐(상계동),76,복싱,127.071247,37.6607212,장애인강좌,,
11,서울,11260,중랑구,박현미탁구클럽,7042259277,2002,서울특별시 중랑구 동일로 937,5층 박현미탁구클럽(묵동),21,탁구,127.0764923,37.6140011,장애인강좌,,
11,서울,11500,강서구,현대태권도,236635673,7534,서울특별시 강서구 양천로 507,"상가3층 현대태권도(가양동, 강나루현대아파트)",22,태권도,126.8569328,37.5608928,장애인강좌,,
11,서울,11650,서초구,꿈꾸는탁구클럽,,6763,서울특별시 서초구 바우뫼로6길 46,동우빌딩(우면동),21,탁구,127.0273793,37.4688116,장애인강좌,,
11,서울,11410,서대문구,경희대신화태권도,23030501,3681,서울특별시 서대문구 응암로 61,4층(북가좌동),22,태권도,126.9101823,37.5787862,장애인강좌,,
11,서울,11350,노원구,킨더윌언어심리전문센터,29393421,1684,서울특별시 노원구 상계로23다길 13-8,"10호 1층(상계동, 노원 아이파크)",3,기타종목,127.0694006,37.6598913,장애인강좌,,
11,서울,11560,영등포구,킹스키즈센터,,7345,서울특별시 영등포구 여의동로 213,"지하 1층 상가 101호, 105호   킹스키즈센터(여의도동, 여의도금호리첸시아)",3,기타종목,126.9396473,37.5185998,장애인강좌,,
11,서울,11560,영등포구,사단법인 영등포구스포츠클럽,262657330,7429,서울특별시 영등포구 디지털로 413,메리클빌딩 지하1층 (대림동),21,탁구,126.9041636,37.4934561,장애인강좌,,
